society;municipality;square_name;ykj_n;ykj_e;level1;level2;level3;level4;level5
Turun Lintutieteellinen Yhdistys ry;Naantali;Saloluoto;670;321;1;98.4;197.8;240.6;284.4
Turun Lintutieteellinen Yhdistys ry;Naantali;Rymättylä;670;322;1;102.4;205.8;250.2;295.6
Turun Lintutieteellinen Yhdistys ry;Turku;Kakskerta;670;323;1;105.7;212.4;258.1;304.7
Turun Lintutieteellinen Yhdistys ry;Kaarina;Kuusisto;670;324;1;110.9;222.8;270.4;319.1
Turun Lintutieteellinen Yhdistys ry;Kaarina;Yltöinen;670;325;1;108.5;217.9;264.7;312.4
Turun Lintutieteellinen Yhdistys ry;Paimio;Huso;670;326;1;112;202;256;292
Turun Lintutieteellinen Yhdistys ry;Salo;Hajala;670;327;1;112;202;256;292
Turun Lintutieteellinen Yhdistys ry;Salo;Salon keskusta;670;328;1;112;202;256;292
Turun Lintutieteellinen Yhdistys ry;Salo;Inkere;670;329;1;112;202;256;292
Turun Lintutieteellinen Yhdistys ry;Salo;Kruusila;670;330;1;112;202;256;292
Turun Lintutieteellinen Yhdistys ry;Salo;Suomusjärvi;670;331;1;112;202;256;292
Lohjan lintutieteellinen yhdistys Hakki ry;Lohja;Nummi;670;332;1;112;202;256;292
Lohjan lintutieteellinen yhdistys Hakki ry;Lohja;Saukkola;670;333;1;112;202;256;292
Helsingin Seudun Lintutieteellinen Yhdistys Tringa ry;Vihti;Vanjärvi;670;334;1;112;202;256;292
Helsingin Seudun Lintutieteellinen Yhdistys Tringa ry;Vihti;Vihdin keskusta;670;335;1;112;202;256;292
Helsingin Seudun Lintutieteellinen Yhdistys Tringa ry;Vihti;Otalampi;670;336;1;112;202;256;292
Keski- ja Pohjois-Uudenmaan Lintuharrastajat Apus ry;Nurmijärvi;Perttula;670;337;1;112;202;256;292
Keski- ja Pohjois-Uudenmaan Lintuharrastajat Apus ry;Nurmijärvi;Rusutjärvi;670;338;1;112;202;256;292
Keski- ja Pohjois-Uudenmaan Lintuharrastajat Apus ry;Tuusula;Tuusulanjärvi;670;339;1;112;202;256;292
Helsingin Seudun Lintutieteellinen Yhdistys Tringa ry;Sipoo;Paippinen;670;340;1;112;202;256;292
Helsingin Seudun Lintutieteellinen Yhdistys Tringa ry;Pornainen;Pornaisten keskusta;670;341;1;112;202;256;292
Porvoon Seudun Lintuyhdistys ry;Porvoo;Kerkkoo;670;342;1;112;202;256;292
Porvoon Seudun Lintuyhdistys ry;Porvoo;Illby;670;343;1;112;202;256;292
Porvoon Seudun Lintuyhdistys ry;Loviisa;Pernajan kk;670;344;1;112;202;256;292
Porvoon Seudun Lintuyhdistys ry;Loviisa;Loviisan keskusta;670;345;1;112;202;256;292
Porvoon Seudun Lintuyhdistys ry;Loviisa;Tesjoki;670;346;1;112;202;256;292
Kymenlaakson Lintutieteellinen Yhdistys ry;Pyhtää;Munapirtti;670;347;1;108.5;217.9;264.7;312.4
Kymenlaakson Lintutieteellinen Yhdistys ry;Pyhtää;Siltakylä;670;348;1;108.5;217.9;264.7;312.4
Kymenlaakson Lintutieteellinen Yhdistys ry;Kotka;Kotkansaari;670;349;1;102.4;205.8;250.2;295.6
Kymenlaakson Lintutieteellinen Yhdistys ry;Kotka;Kuutsalo;670;350;1;73.4;147.9;181;215.1
Kymenlaakson Lintutieteellinen Yhdistys ry;Hamina;Nuokot;670;351;1;73.4;147.9;181;215.1
Kymenlaakson Lintutieteellinen Yhdistys ry;Virolahti;Harvajanniemi;670;352;1;93.2;187.4;228.3;270.1
Kymenlaakson Lintutieteellinen Yhdistys ry;Virolahti;Suuri-Pisi;670;353;1;85.9;172.8;210.8;249.8
Kymenlaakson Lintutieteellinen Yhdistys ry;Virolahti;Hurppu;670;354;1;51.8;104.6;129.2;154.9
Ålands Fågelskyddsförening rf;Hammarland;Märket;671;306;1;19.5;40;52.2;65.3
Ålands Fågelskyddsförening rf;Hammarland;Inre Borgen;671;307;1;19.5;40;52.2;65.3
Ålands Fågelskyddsförening rf;Eckerö;Högsten;671;308;1;51.8;104.6;129.2;154.9
Ålands Fågelskyddsförening rf;Hammarland;Äppelö;671;309;1;85.9;172.8;210.8;249.8
Ålands Fågelskyddsförening rf;Geta;Geta;671;310;1;108.5;217.9;264.7;312.4
Ålands Fågelskyddsförening rf;Saltvik;Daglösa;671;311;1;108.5;217.9;264.7;312.4
Ålands Fågelskyddsförening rf;Saltvik;Boxö ön;671;312;1;85.9;172.8;210.8;249.8
Ålands Fågelskyddsförening rf;Vårdö;Simskälä;671;313;1;85.9;172.8;210.8;249.8
Ålands Fågelskyddsförening rf;Kumlinge;Yxskär;671;314;1;73.4;147.9;181;215.1
Ålands Fågelskyddsförening rf;Kumlinge;Lanto;671;315;1;73.4;147.9;181;215.1
Ålands Fågelskyddsförening rf;Brändö;Korsö;671;316;1;85.9;172.8;210.8;249.8
Ålands Fågelskyddsförening rf;Brändö;Brändö;671;317;1;93.2;187.4;228.3;270.1
Turun Lintutieteellinen Yhdistys ry;Parainen;Åselholm;671;318;1;85.9;172.8;210.8;249.8
Turun Lintutieteellinen Yhdistys ry;Parainen;Iniö;671;319;1;85.9;172.8;210.8;249.8
Turun Lintutieteellinen Yhdistys ry;Naantali;Velkua;671;320;1;93.2;187.4;228.3;270.1
Turun Lintutieteellinen Yhdistys ry;Naantali;Merimasku;671;321;1;105.7;212.4;258.1;304.7
Turun Lintutieteellinen Yhdistys ry;Naantali;Naantalin keskusta;671;322;1;105.7;212.4;258.1;304.7
Turun Lintutieteellinen Yhdistys ry;Turku;Raisio;671;323;1;110.9;222.8;270.4;319.1
Turun Lintutieteellinen Yhdistys ry;Kaarina;Littoinen;671;324;1;111.2;200.4;254.4;290.4
Turun Lintutieteellinen Yhdistys ry;Kaarina;Hepojoki;671;325;1;111.2;200.4;254.4;290.4
Turun Lintutieteellinen Yhdistys ry;Paimio;Paimion keskusta;671;326;1;111.2;200.4;254.4;290.4
Turun Lintutieteellinen Yhdistys ry;Salo;Sauvonkylä;671;327;1;111.2;200.4;254.4;290.4
Turun Lintutieteellinen Yhdistys ry;Salo;Nurkkila;671;328;1;111.2;200.4;254.4;290.4
Turun Lintutieteellinen Yhdistys ry;Salo;Kuusjoki;671;329;1;111.2;200.4;254.4;290.4
Turun Lintutieteellinen Yhdistys ry;Salo;Rekijoki;671;330;1;111.2;200.4;254.4;290.4
Lounais-Hämeen Lintuharrastajat ry;Salo;Kiikala;671;331;1;111.2;200.4;254.4;290.4
Lounais-Hämeen Lintuharrastajat ry;Somero;Oinasjärvi;671;332;1;111.2;200.4;254.4;290.4
Lohjan lintutieteellinen yhdistys Hakki ry;Lohja;Pusula;671;333;1;111.2;200.4;254.4;290.4
Helsingin Seudun Lintutieteellinen Yhdistys Tringa ry;Karkkila;Karkkilan keskusta;671;334;1;111.2;200.4;254.4;290.4
Helsingin Seudun Lintutieteellinen Yhdistys Tringa ry;Karkkila;Haavisto;671;335;1;111.2;200.4;254.4;290.4
Helsingin Seudun Lintutieteellinen Yhdistys Tringa ry;Vihti;Vihtijärvi;671;336;1;111.2;200.4;254.4;290.4
Keski- ja Pohjois-Uudenmaan Lintuharrastajat Apus ry;Nurmijärvi;Rajamäki;671;337;1;111.2;200.4;254.4;290.4
Keski- ja Pohjois-Uudenmaan Lintuharrastajat Apus ry;Tuusula;Jokela;671;338;1;111.2;200.4;254.4;290.4
Keski- ja Pohjois-Uudenmaan Lintuharrastajat Apus ry;Tuusula;Kellokoski;671;339;1;111.2;200.4;254.4;290.4
Keski- ja Pohjois-Uudenmaan Lintuharrastajat Apus ry;Pornainen;Halkia;671;340;1;111.2;200.4;254.4;290.4
Porvoon Seudun Lintuyhdistys ry;Askola;Monninkylä;671;341;1;111.2;200.4;254.4;290.4
Porvoon Seudun Lintuyhdistys ry;Askola;Askolan kk;671;342;1;111.2;200.4;254.4;290.4
Porvoon Seudun Lintuyhdistys ry;Askola;Juornaankylä;671;343;1;111.2;200.4;254.4;290.4
Porvoon Seudun Lintuyhdistys ry;Loviisa;Liljendalin kk;671;344;1;111.2;200.4;254.4;290.4
Porvoon Seudun Lintuyhdistys ry;Loviisa;Skinnarby;671;345;1;111.2;200.4;254.4;290.4
Porvoon Seudun Lintuyhdistys ry;Loviisa;Petjärvi;671;346;1;111.2;200.4;254.4;290.4
Kymenlaakson Lintutieteellinen Yhdistys ry;Pyhtää;Tammijärvi;671;347;1;111.2;200.4;254.4;290.4
Kymenlaakson Lintutieteellinen Yhdistys ry;Pyhtää;Valkmusa;671;348;1;111.2;200.4;254.4;290.4
Kymenlaakson Lintutieteellinen Yhdistys ry;Kotka;Karhula;671;349;1;111.2;200.4;254.4;290.4
Kymenlaakson Lintutieteellinen Yhdistys ry;Hamina;Summa;671;350;1;108.5;217.9;264.7;312.4
Kymenlaakson Lintutieteellinen Yhdistys ry;Hamina;Vilniemi;671;351;1;110.9;222.8;270.4;319.1
Kymenlaakson Lintutieteellinen Yhdistys ry;Virolahti;Klamila;671;352;1;111.2;200.4;254.4;290.4
Kymenlaakson Lintutieteellinen Yhdistys ry;Virolahti;Ala-Pihlaja;671;353;1;111.2;200.4;254.4;290.4
Kymenlaakson Lintutieteellinen Yhdistys ry;Virolahti;Hämeenkylä;671;354;1;85.9;172.8;210.8;249.8
Ålands Fågelskyddsförening rf;Eckerö;Västra Malen;672;308;1;19.5;40;52.2;65.3
Ålands Fågelskyddsförening rf;Hammarland;Sälskär;672;309;1;51.8;104.6;129.2;154.9
Ålands Fågelskyddsförening rf;Geta;Gamlan;672;310;1;85.9;172.8;210.8;249.8
Ålands Fågelskyddsförening rf;Saltvik;Saggö;672;311;1;73.4;147.9;181;215.1
Ålands Fågelskyddsförening rf;Saltvik;Kalskär;672;312;1;73.4;147.9;181;215.1
Ålands Fågelskyddsförening rf;Vårdö;Väderskär;672;313;1;51.8;104.6;129.2;154.9
Ålands Fågelskyddsförening rf;Brändö;Flöjskär;672;314;1;51.8;104.6;129.2;154.9
Ålands Fågelskyddsförening rf;Brändö;Porsskär;672;315;1;51.8;104.6;129.2;154.9
Ålands Fågelskyddsförening rf;Brändö;Storholmen;672;316;1;85.9;172.8;210.8;249.8
Ålands Fågelskyddsförening rf;Brändö;Bolmö;672;317;1;85.9;172.8;210.8;249.8
Turun Lintutieteellinen Yhdistys ry;Kustavi;Vartsala;672;318;1;93.2;187.4;228.3;270.1
Turun Lintutieteellinen Yhdistys ry;Kustavi;Viherlahti;672;319;1;105.7;212.4;258.1;304.7
Turun Lintutieteellinen Yhdistys ry;Taivassalo;Taivassalon kk;672;320;1;105.7;212.4;258.1;304.7
Turun Lintutieteellinen Yhdistys ry;Masku;Livonsaari;672;321;1;108.5;217.9;264.7;312.4
Turun Lintutieteellinen Yhdistys ry;Masku;Lemu;672;322;1;110.9;222.8;270.4;319.1
Turun Lintutieteellinen Yhdistys ry;Masku;Maskun kk;672;323;1;110.4;198.8;252.8;288.8
Turun Lintutieteellinen Yhdistys ry;Turku;Maaria;672;324;1;110.4;198.8;252.8;288.8
Turun Lintutieteellinen Yhdistys ry;Lieto;Yliskulma;672;325;1;110.4;198.8;252.8;288.8
Turun Lintutieteellinen Yhdistys ry;Lieto;Tarvasjoen kk;672;326;1;110.4;198.8;252.8;288.8
Turun Lintutieteellinen Yhdistys ry;Marttila;Marttilan kk;672;327;1;110.4;198.8;252.8;288.8
Turun Lintutieteellinen Yhdistys ry;Koski Tl;Satopäänkulma;672;328;1;110.4;198.8;252.8;288.8
Turun Lintutieteellinen Yhdistys ry;Salo;Kuusjoenperä;672;329;1;110.4;198.8;252.8;288.8
Lounais-Hämeen Lintuharrastajat ry;Somero;Häntälä;672;330;1;110.4;198.8;252.8;288.8
Lounais-Hämeen Lintuharrastajat ry;Somero;Lamminniemi;672;331;1;110.4;198.8;252.8;288.8
Lounais-Hämeen Lintuharrastajat ry;Somero;Somerniemi;672;332;1;110.4;198.8;252.8;288.8
Lohjan lintutieteellinen yhdistys Hakki ry;Karkkila;Vuotinainen;672;333;1;110.4;198.8;252.8;288.8
Helsingin Seudun Lintutieteellinen Yhdistys Tringa ry;Karkkila;Rautamäki;672;334;1;110.4;198.8;252.8;288.8
Kanta-Hämeen lintutieteellinen yhdistys ry;Loppi;Pilpala;672;335;1;110.4;198.8;252.8;288.8
Kanta-Hämeen lintutieteellinen yhdistys ry;Loppi;Läyliäinen;672;336;1;110.4;198.8;252.8;288.8
Keski- ja Pohjois-Uudenmaan Lintuharrastajat Apus ry;Hyvinkää;Kytäjä;672;337;1;110.4;198.8;252.8;288.8
Keski- ja Pohjois-Uudenmaan Lintuharrastajat Apus ry;Hyvinkää;Hyvinkään keskusta;672;338;1;110.4;198.8;252.8;288.8
Keski- ja Pohjois-Uudenmaan Lintuharrastajat Apus ry;Hyvinkää;Ridasjärvi;672;339;1;110.4;198.8;252.8;288.8
Keski- ja Pohjois-Uudenmaan Lintuharrastajat Apus ry;Mäntsälä;Hirvihaara;672;340;1;110.4;198.8;252.8;288.8
Keski- ja Pohjois-Uudenmaan Lintuharrastajat Apus ry;Mäntsälä;Sääksjärvi;672;341;1;110.4;198.8;252.8;288.8
Porvoon Seudun Lintuyhdistys ry;Pukkila;Pukkilan kk;672;342;1;110.4;198.8;252.8;288.8
Porvoon Seudun Lintuyhdistys ry;Myrskylä;Kirkkojärvi;672;343;1;110.4;198.8;252.8;288.8
Porvoon Seudun Lintuyhdistys ry;Loviisa;Mickelspiltom;672;344;1;110.4;198.8;252.8;288.8
Porvoon Seudun Lintuyhdistys ry;Lapinjärvi;Lapinjärven kk;672;345;1;110.4;198.8;252.8;288.8
Porvoon Seudun Lintuyhdistys ry;Loviisa;Karvahaara;672;346;1;110.4;198.8;252.8;288.8
Kymenlaakson Lintutieteellinen Yhdistys ry;Kouvola;Raussila;672;347;1;110.4;198.8;252.8;288.8
Kymenlaakson Lintutieteellinen Yhdistys ry;Kouvola;Ahvio;672;348;1;110.4;198.8;252.8;288.8
Kymenlaakson Lintutieteellinen Yhdistys ry;Kotka;Juurikorpi;672;349;1;110.4;198.8;252.8;288.8
Kymenlaakson Lintutieteellinen Yhdistys ry;Hamina;Reitkalli;672;350;1;110.4;198.8;252.8;288.8
Kymenlaakson Lintutieteellinen Yhdistys ry;Hamina;Paijärvi;672;351;1;110.4;198.8;252.8;288.8
Kymenlaakson Lintutieteellinen Yhdistys ry;Virolahti;Nopala;672;352;1;110.4;198.8;252.8;288.8
Kymenlaakson Lintutieteellinen Yhdistys ry;Virolahti;Säkäjärvi;672;353;1;110.4;198.8;252.8;288.8
Kymenlaakson Lintutieteellinen Yhdistys ry;Miehikkälä;Muurikkala;672;354;1;110.4;198.8;252.8;288.8
Kymenlaakson Lintutieteellinen Yhdistys ry;Miehikkälä;Tohmonmäki;672;355;1;88.32;159.04;202.24;231.04
Ålands Fågelskyddsförening rf;Geta;Girarna;673;309;1;19.5;40;52.2;65.3
Ålands Fågelskyddsförening rf;Geta;Yttre Märrgrund;673;310;1;19.5;40;52.2;65.3
Ålands Fågelskyddsförening rf;Saltvik;Norrskär;673;312;1;19.5;40;52.2;65.3
Ålands Fågelskyddsförening rf;Brändö;Yttersberg;673;314;1;19.5;40;52.2;65.3
Ålands Fågelskyddsförening rf;Brändö;Inre Bredan;673;315;1;19.5;40;52.2;65.3
Ålands Fågelskyddsförening rf;Brändö;Småskär;673;316;1;51.8;104.6;129.2;154.9
Ålands Fågelskyddsförening rf;Brändö;Lillklyndan;673;317;1;51.8;104.6;129.2;154.9
Turun Lintutieteellinen Yhdistys ry;Kustavi;Kaurissalo;673;318;1;102.4;205.8;250.2;295.6
Turun Lintutieteellinen Yhdistys ry;Taivassalo;Helsinki;673;319;1;105.7;212.4;258.1;304.7
Turun Lintutieteellinen Yhdistys ry;Taivassalo;Onnikmaa;673;320;1;109.6;197.2;251.2;287.2
Turun Lintutieteellinen Yhdistys ry;Mynämäki;Mietoistenlahti;673;321;1;110.9;222.8;270.4;319.1
Turun Lintutieteellinen Yhdistys ry;Mynämäki;Mietoinen;673;322;1;109.6;197.2;251.2;287.2
Turun Lintutieteellinen Yhdistys ry;Nousiainen;Nousiaisten kk;673;323;1;109.6;197.2;251.2;287.2
Turun Lintutieteellinen Yhdistys ry;Rusko;Vahto;673;324;1;109.6;197.2;251.2;287.2
Turun Lintutieteellinen Yhdistys ry;Aura;Auran kk;673;325;1;109.6;197.2;251.2;287.2
Turun Lintutieteellinen Yhdistys ry;Pöytyä;Heikinsuo;673;326;1;109.6;197.2;251.2;287.2
Turun Lintutieteellinen Yhdistys ry;Marttila;Vähä-Ollila;673;327;1;109.6;197.2;251.2;287.2
Turun Lintutieteellinen Yhdistys ry;Koski Tl;Kosken kk;673;328;1;109.6;197.2;251.2;287.2
Lounais-Hämeen Lintuharrastajat ry;Somero;Pitkäjärvi;673;329;1;109.6;197.2;251.2;287.2
Lounais-Hämeen Lintuharrastajat ry;Somero;Sylvänä;673;330;1;109.6;197.2;251.2;287.2
Lounais-Hämeen Lintuharrastajat ry;Somero;Pajula;673;331;1;109.6;197.2;251.2;287.2
Lounais-Hämeen Lintuharrastajat ry;Tammela;Ruostejärvi;673;332;1;109.6;197.2;251.2;287.2
Lounais-Hämeen Lintuharrastajat ry;Tammela;Liesjärvi;673;333;1;109.6;197.2;251.2;287.2
Kanta-Hämeen lintutieteellinen yhdistys ry;Loppi;Räyskälä;673;334;1;109.6;197.2;251.2;287.2
Kanta-Hämeen lintutieteellinen yhdistys ry;Loppi;Luutasuo;673;335;1;109.6;197.2;251.2;287.2
Kanta-Hämeen lintutieteellinen yhdistys ry;Loppi;Sajaniemi;673;336;1;109.6;197.2;251.2;287.2
Kanta-Hämeen lintutieteellinen yhdistys ry;Riihimäki;Herajoki;673;337;1;109.6;197.2;251.2;287.2
Kanta-Hämeen lintutieteellinen yhdistys ry;Hausjärvi;Erkylä;673;338;1;109.6;197.2;251.2;287.2
Kanta-Hämeen lintutieteellinen yhdistys ry;Hausjärvi;Kilpisuo;673;339;1;109.6;197.2;251.2;287.2
Keski- ja Pohjois-Uudenmaan Lintuharrastajat Apus ry;Mäntsälä;Sälinkää;673;340;1;109.6;197.2;251.2;287.2
Keski- ja Pohjois-Uudenmaan Lintuharrastajat Apus ry;Mäntsälä;Kaukalampi;673;341;1;109.6;197.2;251.2;287.2
Päijät-Hämeen lintutieteellinen yhdistys ry;Orimattila;Mallusjoki;673;342;1;109.6;197.2;251.2;287.2
Porvoon Seudun Lintuyhdistys ry;Orimattila;Pakaa;673;343;1;109.6;197.2;251.2;287.2
Porvoon Seudun Lintuyhdistys ry;Orimattila;Artjärven kk;673;344;1;109.6;197.2;251.2;287.2
Päijät-Hämeen lintutieteellinen yhdistys ry;Orimattila;Vaivalankylä;673;345;1;109.6;197.2;251.2;287.2
Kymenlaakson Lintutieteellinen Yhdistys ry;Kouvola;Elimäki;673;346;1;109.6;197.2;251.2;287.2
Kymenlaakson Lintutieteellinen Yhdistys ry;Kouvola;Villikkala;673;347;1;109.6;197.2;251.2;287.2
Kymenlaakson Lintutieteellinen Yhdistys ry;Kouvola;Anjala;673;348;1;109.6;197.2;251.2;287.2
Kymenlaakson Lintutieteellinen Yhdistys ry;Kouvola;Inkeroinen;673;349;1;109.6;197.2;251.2;287.2
Kymenlaakson Lintutieteellinen Yhdistys ry;Kouvola;Sippola;673;350;1;109.6;197.2;251.2;287.2
Kymenlaakson Lintutieteellinen Yhdistys ry;Hamina;Pyhältö;673;351;1;109.6;197.2;251.2;287.2
Kymenlaakson Lintutieteellinen Yhdistys ry;Miehikkälä;Lapjärvi;673;352;1;109.6;197.2;251.2;287.2
Kymenlaakson Lintutieteellinen Yhdistys ry;Miehikkälä;Suur-Miehikkälä;673;353;1;109.6;197.2;251.2;287.2
Kymenlaakson Lintutieteellinen Yhdistys ry;Miehikkälä;Kaitai;673;354;1;109.6;197.2;251.2;287.2
Etelä-Karjalan lintutieteellinen yhdistys ry;Lappeenranta;Väkevä;673;355;1;109.6;197.2;251.2;287.2
Etelä-Karjalan lintutieteellinen yhdistys ry;Lappeenranta;Haikala;673;356;1;87.68;157.76;200.96;229.76
Ålands Fågelskyddsförening rf;Brändö;Vitklobbarna;674;316;1;19.5;40;52.2;65.3
Turun Lintutieteellinen Yhdistys ry;Kustavi;Iso-Hauteri;674;317;1;51.8;104.6;129.2;154.9
Turun Lintutieteellinen Yhdistys ry;Kustavi;Kiparluoto;674;318;1;73.4;147.9;181;215.1
Turun Lintutieteellinen Yhdistys ry;Uusikaupunki;Lokalahti;674;319;1;108.5;217.9;264.7;312.4
Turun Lintutieteellinen Yhdistys ry;Vehmaa;Himoinen;674;320;1;108.8;195.6;249.6;285.6
Turun Lintutieteellinen Yhdistys ry;Vehmaa;Vinkkilä;674;321;1;108.8;195.6;249.6;285.6
Turun Lintutieteellinen Yhdistys ry;Mynämäki;Mynämäen kk;674;322;1;108.8;195.6;249.6;285.6
Turun Lintutieteellinen Yhdistys ry;Mynämäki;Tapaninen;674;323;1;108.8;195.6;249.6;285.6
Turun Lintutieteellinen Yhdistys ry;Nousiainen;Saksala;674;324;1;108.8;195.6;249.6;285.6
Turun Lintutieteellinen Yhdistys ry;Pöytyä;Pirttilahdenkulma;674;325;1;108.8;195.6;249.6;285.6
Turun Lintutieteellinen Yhdistys ry;Pöytyä;Karhunoja;674;326;1;108.8;195.6;249.6;285.6
Turun Lintutieteellinen Yhdistys ry;Loimaa;Mellilä;674;327;1;108.8;195.6;249.6;285.6
Turun Lintutieteellinen Yhdistys ry;Loimaa;Penninkulma;674;328;1;108.8;195.6;249.6;285.6
Lounais-Hämeen Lintuharrastajat ry;Ypäjä;Ypäjän keskusta;674;329;1;108.8;195.6;249.6;285.6
Lounais-Hämeen Lintuharrastajat ry;Jokioinen;Jokioisten keskusta;674;330;1;108.8;195.6;249.6;285.6
Lounais-Hämeen Lintuharrastajat ry;Forssa;Pispanmäki;674;331;1;108.8;195.6;249.6;285.6
Lounais-Hämeen Lintuharrastajat ry;Tammela;Tammelan keskusta;674;332;1;108.8;195.6;249.6;285.6
Lounais-Hämeen Lintuharrastajat ry;Tammela;Porras;674;333;1;108.8;195.6;249.6;285.6
Kanta-Hämeen lintutieteellinen yhdistys ry;Loppi;Vojakkala;674;334;1;108.8;195.6;249.6;285.6
Kanta-Hämeen lintutieteellinen yhdistys ry;Hämeenlinna;Ahoinen;674;335;1;108.8;195.6;249.6;285.6
Kanta-Hämeen lintutieteellinen yhdistys ry;Janakkala;Vähikkälä;674;336;1;108.8;195.6;249.6;285.6
Kanta-Hämeen lintutieteellinen yhdistys ry;Janakkala;Tervakoski;674;337;1;108.8;195.6;249.6;285.6
Kanta-Hämeen lintutieteellinen yhdistys ry;Hausjärvi;Lavinto;674;338;1;108.8;195.6;249.6;285.6
Kanta-Hämeen lintutieteellinen yhdistys ry;Hausjärvi;Oitti;674;339;1;108.8;195.6;249.6;285.6
Keski- ja Pohjois-Uudenmaan Lintuharrastajat Apus ry;Kärkölä;Lappila;674;340;1;108.8;195.6;249.6;285.6
Päijät-Hämeen lintutieteellinen yhdistys ry;Orimattila;Keituri;674;341;1;108.8;195.6;249.6;285.6
Päijät-Hämeen lintutieteellinen yhdistys ry;Orimattila;Huhdanoja;674;342;1;108.8;195.6;249.6;285.6
Päijät-Hämeen lintutieteellinen yhdistys ry;Orimattila;Orimattilan keskusta;674;343;1;108.8;195.6;249.6;285.6
Päijät-Hämeen lintutieteellinen yhdistys ry;Orimattila;Koskunen;674;344;1;108.8;195.6;249.6;285.6
Päijät-Hämeen lintutieteellinen yhdistys ry;Orimattila;Hietana;674;345;1;108.8;195.6;249.6;285.6
Kymenlaakson Lintutieteellinen Yhdistys ry;Iitti;Haapa-Kimola;674;346;1;108.8;195.6;249.6;285.6
Kymenlaakson Lintutieteellinen Yhdistys ry;Kouvola;Koria;674;347;1;108.8;195.6;249.6;285.6
Kymenlaakson Lintutieteellinen Yhdistys ry;Kouvola;Myllykoski;674;348;1;108.8;195.6;249.6;285.6
Kymenlaakson Lintutieteellinen Yhdistys ry;Kouvola;Savero;674;349;1;108.8;195.6;249.6;285.6
Kymenlaakson Lintutieteellinen Yhdistys ry;Kouvola;Enäjärvi;674;350;1;108.8;195.6;249.6;285.6
Kymenlaakson Lintutieteellinen Yhdistys ry;Kouvola;Saaramaa;674;351;1;108.8;195.6;249.6;285.6
Kymenlaakson Lintutieteellinen Yhdistys ry;Miehikkälä;Purho;674;352;1;108.8;195.6;249.6;285.6
Kymenlaakson Lintutieteellinen Yhdistys ry;Miehikkälä;Metsä-Muuronen;674;353;1;108.8;195.6;249.6;285.6
Etelä-Karjalan lintutieteellinen yhdistys ry;Lappeenranta;Ihaksela;674;354;1;108.8;195.6;249.6;285.6
Etelä-Karjalan lintutieteellinen yhdistys ry;Lappeenranta;Ylämaan kk;674;355;1;108.8;195.6;249.6;285.6
Etelä-Karjalan lintutieteellinen yhdistys ry;Lappeenranta;Rumpu;674;356;1;108.8;195.6;249.6;285.6
Etelä-Karjalan lintutieteellinen yhdistys ry;Lappeenranta;Hiivaniemi;674;357;1;87.04;156.48;199.68;228.48
Turun Lintutieteellinen Yhdistys ry;Uusikaupunki;Sinneskerit;675;317;1;19.5;40;52.2;65.3
Turun Lintutieteellinen Yhdistys ry;Uusikaupunki;Lepäinen;675;318;1;85.9;172.8;210.8;249.8
Turun Lintutieteellinen Yhdistys ry;Uusikaupunki;Uudenkaupungin keskusta;675;319;1;105.7;212.4;258.1;304.7
Turun Lintutieteellinen Yhdistys ry;Uusikaupunki;Kalanti;675;320;1;108;194;248;284
Turun Lintutieteellinen Yhdistys ry;Laitila;Viikainen;675;321;1;108;194;248;284
Turun Lintutieteellinen Yhdistys ry;Mynämäki;Hepolanmäki;675;322;1;108;194;248;284
Turun Lintutieteellinen Yhdistys ry;Mynämäki;Laajoki;675;323;1;108;194;248;284
Turun Lintutieteellinen Yhdistys ry;Pöytyä;Vaskijärvi;675;324;1;108;194;248;284
Turun Lintutieteellinen Yhdistys ry;Pöytyä;Uusikartano;675;325;1;108;194;248;284
Turun Lintutieteellinen Yhdistys ry;Oripää;Oripään kk;675;326;1;108;194;248;284
Turun Lintutieteellinen Yhdistys ry;Loimaa;Torkkala;675;327;1;108;194;248;284
Turun Lintutieteellinen Yhdistys ry;Loimaa;Loimaan keskusta;675;328;1;108;194;248;284
Lounais-Hämeen Lintuharrastajat ry;Ypäjä;Ypäjänkylä;675;329;1;108;194;248;284
Lounais-Hämeen Lintuharrastajat ry;Jokioinen;Minkiö;675;330;1;108;194;248;284
Lounais-Hämeen Lintuharrastajat ry;Forssa;Ojalanmäki;675;331;1;108;194;248;284
Lounais-Hämeen Lintuharrastajat ry;Tammela;Pihtikoski;675;332;1;108;194;248;284
Lounais-Hämeen Lintuharrastajat ry;Tammela;Teuro;675;333;1;108;194;248;284
Kanta-Hämeen lintutieteellinen yhdistys ry;Hämeenlinna;Kyynäröinen;675;334;1;108;194;248;284
Kanta-Hämeen lintutieteellinen yhdistys ry;Hämeenlinna;Rengon kk;675;335;1;108;194;248;284
Kanta-Hämeen lintutieteellinen yhdistys ry;Janakkala;Hyvikkälä;675;336;1;108;194;248;284
Kanta-Hämeen lintutieteellinen yhdistys ry;Janakkala;Kiipula;675;337;1;108;194;248;284
Kanta-Hämeen lintutieteellinen yhdistys ry;Janakkala;Jokimaa;675;338;1;108;194;248;284
Kanta-Hämeen lintutieteellinen yhdistys ry;Hausjärvi;Mommilanjärvi;675;339;1;108;194;248;284
